% Model:              2D-Au-Plate.mph
% Version:            COMSOL 6.1.0.282
% Date:               May 23 2025, 02:30
% Dimension:          1
% Nodes:              63
% Expressions:        1
% Description:        Point graph
% theta,0.5*real(sum(withsol(sol_name,ewfd.relEphi, setval(M,n, lambda0,lambda0))*exp(i*n*phase),n,M_from,M_to)*sum(withsol(sol_name,conj(ewfd.relHz), setval(M,n, lambda0,lambda0))*exp(-i*n*phase),n,M_from,M_to)-sum(withsol(sol_name,ewfd.relEz, setval(M,n, lambda0,lambda0))*exp(i*n*phase),n,M_from,M_to)*sum(withsol(sol_name,conj(ewfd.relHphi), setval(M,n, lambda0,lambda0))*exp(-i*n*phase),n,M_from,M_to))
0,4.597780362280752E-5
0.1,5.5058712060262025E-5
0.2,6.487146364945379E-5
0.30000000000000004,7.529772745568654E-5
0.4,8.620756906597896E-5
0.5,9.746169279371724E-5
0.6000000000000001,1.0891397508403304E-4
0.7000000000000001,1.204142237692953E-4
0.8,1.3181108646553665E-4
0.9,1.429550227217182E-4
1,1.5370124926002282E-4
1.1,1.639125662938144E-4
1.2000000000000002,1.7346197573218892E-4
1.3,1.8223500903546803E-4
1.4000000000000001,1.901316932464294E-4
1.5,1.9706809770712655E-4
1.6,2.0297742040730304E-4
1.7000000000000002,2.0781059090530668E-4
1.8,2.115363853837401E-4
1.9000000000000001,2.141410677506796E-4
2,2.1562758796603074E-4
2.1,2.16014384285376E-4
2.2,2.1533384934270978E-4
2.3000000000000003,2.1363053055658757E-4
2.4000000000000004,2.1095914298731067E-4
2.5,2.0738247734431196E-4
2.6,2.0296928726857416E-4
2.7,1.9779223827903782E-4
2.8000000000000003,1.9192599591089912E-4
2.9000000000000004,1.8544552268283756E-4
3,1.7842464278311268E-4
3.1,1.709349200394133E-4
3.2,1.6304487924437617E-4
3.3000000000000003,1.5481958380896964E-4
3.4000000000000004,1.4632056472592812E-4
3.5,1.3760607780023045E-4
3.6,1.2873164899704261E-4
3.7,1.1975085256007268E-4
3.8000000000000003,1.1071625421351272E-4
3.9000000000000004,1.0168044309866925E-4
4,9.269707171962996E-5
4.1000000000000005,8.382182340659568E-5
4.2,7.511323164985087E-5
4.3,6.663328477150992E-5
4.4,5.844776212993431E-5
4.5,5.062626347858945E-5
4.6000000000000005,4.324191014069337E-5
4.7,3.6370714159625946E-5
4.800000000000001,3.009062843205195E-5
4.9,2.448030606056136E-5
5,1.961761003621047E-5
5.1000000000000005,1.557792441643701E-5
5.2,1.2432325229211245E-5
5.300000000000001,1.0245673507143418E-5
5.4,9.07469444627554E-6
5.5,8.966106139774795E-6
5.6000000000000005,9.954859150068234E-6
5.7,1.2062544808546696E-5
5.800000000000001,1.5296025914989254E-5
5.9,1.964633864055551E-5
6,2.5087908943050745E-5
6.1000000000000005,3.1578120559010666E-5
6.2,3.9057264424190906E-5
