% Model:              Untitled.mph
% Version:            COMSOL 6.1.0.282
% Date:               May 22 2025, 17:29
% Dimension:          1
% Nodes:              101
% Expressions:        3
% Description:        Table graph
% lambda0 (nm),F_x (N),F_y (N),F_z (N)
980,5.892795892346163E-26,-3.7124996213549723E-26,-8.813785676084652E-25
985,5.599706524685229E-26,-3.553658955949071E-26,-8.564473994226818E-25
989.9999999999999,5.325118531433211E-26,-3.399674209385979E-26,-8.327097328384729E-25
994.9999999999999,5.070311660772863E-26,-3.253000136602019E-26,-8.107833157529825E-25
1000,4.8310223077433954E-26,-3.1114791287942773E-26,-7.899194096732015E-25
1005,4.604130628899951E-26,-2.9732034762721406E-26,-7.694498546629992E-25
1010,4.390973760184321E-26,-2.84011649704371E-26,-7.499460602434593E-25
1014.9999999999999,4.1926139853087886E-26,-2.713776161231066E-26,-7.319059180933282E-25
1019.9999999999999,4.00587400481307E-26,-2.5922794373483926E-26,-7.146798351083443E-25
1025,3.830062868101828E-26,-2.4755010827129374E-26,-6.982146431910719E-25
1030,3.664338430499285E-26,-2.3633422864920285E-26,-6.824643892537033E-25
1035,3.508166515165336E-26,-2.2556589229233266E-26,-6.673821401980715E-25
1039.9999999999998,3.3607625120975847E-26,-2.1523482882014713E-26,-6.529291673624349E-25
1045,3.221627097777893E-26,-2.0532689117234251E-26,-6.390656397989068E-25
1050,3.0901291937921323E-26,-1.9583024107670992E-26,-6.257573296483282E-25
1055,2.9658362226599326E-26,-1.8673074583711582E-26,-6.129699337947265E-25
1060,2.848209424028689E-26,-1.7801617589354124E-26,-6.006738132643178E-25
1064.9999999999998,2.7369541273129645E-26,-1.6967169221974498E-26,-5.888381612655356E-25
1070,2.6315259240450294E-26,-1.6168609284489066E-26,-5.774386639432223E-25
1075,2.5316352043319224E-26,-1.540455441693273E-26,-5.664493151667203E-25
1080,2.43685082222998E-26,-1.4673839567110496E-26,-5.558484823232612E-25
1084.9999999999998,2.3476441863200173E-26,-1.3983908408110117E-26,-5.460179906624151E-25
1090,2.2626245997384596E-26,-1.3324186534499605E-26,-5.364944766047956E-25
1095,2.1807694059892553E-26,-1.2685698884560268E-26,-5.268619071266037E-25
1100,2.1029070947287767E-26,-1.2075792231690731E-26,-5.175447391140246E-25
