% Model:              SPP2-from-lambda.mph
% Version:            COMSOL 6.1.0.282
% Date:               Nov 28 2024, 13:22
% Dimension:          1
% Nodes:              61
% Expressions:        1
% Description:        Table graph
% ,
600,-0.15707991999999987
610,-0.14454285599999991
620,-0.13539313199999992
630,-0.1275725519999999
640,-0.11916590399999989
650,-0.1109455279999999
660,-0.10334068799999999
670,-0.09717811800000001
680,-0.09043038
690,-0.08476916799999991
700,-0.07942323199999995
710,-0.07560852599999997
720,-0.07215424719999992
730,-0.06686315139999996
740,-0.062330347999999945
749.9999999999999,-0.058122729000000005
760,-0.05337295199999996
770,-0.04986399959999997
780,-0.047195340599999996
790,-0.042973243999999994
800,-0.03977305499999997
810,-0.036646988
820,-0.033779314799999946
830,-0.03123000719999997
840,-0.028766806599999976
850,-0.02630258399999995
859.9999999999999,-0.023831786999999972
870,-0.021663113999999976
879.9999999999999,-0.01943986079999998
890,-0.017583273399999984
900,-0.01568548279999998
910,-0.014165324999999984
920,-0.012665176799999983
930,-0.011136239999999986
940,-0.009842390999999985
949.9999999999999,-0.008469732599999988
960,-0.00734402379999999
969.9999999999999,-0.00625054349999999
980,-0.00535890827999998
989.9999999999999,-0.004450016999999991
1000,-0.003638439199999984
1010,-0.00293082656
1019.9999999999999,-0.0023091217999999998
1030,-0.0017634037199999997
1040,-0.00133135072
1050,-9.686544E-4
1060,-6.65341886E-4
1070,-4.836378E-4
1080.0000000000002,-3.7800378999999806E-4
1090,-2.8904512E-4
1100,-2.1703250799999998E-4
1109.9999999999998,-1.6885092000000108E-4
1120,-1.2609405E-4
1130,-9.536015999999861E-5
1140,-6.408319519999956E-5
1149.9999999999998,-4.393437999999964E-5
1160,-2.7356111999999715E-5
1170,-1.4444611599999775E-5
1180,-4.301817279999957E-6
1190,-2.4013700399999794E-6
1199.9999999999998,-1.4789632E-6
