% Model:              2D-Au-Plate.mph
% Version:            COMSOL 6.1.0.282
% Date:               Mar 28 2025, 19:12
% Dimension:          1
% Nodes:              71
% Expressions:        6
% Description:        Table graph
% R0 (nm),real(mx) (m^2*A),imag(mx) (m^2*A),real(my) (m^2*A),imag(my) (m^2*A),real(mz) (m^2*A),imag(mz) (m^2*A)
106,-1.874753425627937E-22,-2.6584509727084623E-22,-1.8368552601447935E-22,-2.6611098645338065E-22,-6.899377022728571E-22,-2.2529031099861683E-23
106.99999999999999,-2.2402805152648983E-22,-2.515177365398844E-22,-2.1902118053530236E-22,-2.519384132895428E-22,-6.132798360836334E-22,2.9674787612918933E-22
107.99999999999999,-2.5923941640812205E-22,-2.3153907270787554E-22,-2.5290593537575823E-22,-2.32354247265694E-22,-3.9297811829351507E-22,4.1424444319852947E-22
109,-2.9245114203115364E-22,-2.0611907288844626E-22,-2.847151246175191E-22,-2.0760451107252944E-22,-2.372222674542408E-22,3.993899694019276E-22
109.99999999999999,-3.2310870019481847E-22,-1.7540277936509533E-22,-3.139331833755892E-22,-1.7787001165244516E-22,-1.4986448496956192E-22,3.564275985688302E-22
110.99999999999999,-3.5067262851616963E-22,-1.3940968935084983E-22,-3.400673099288108E-22,-1.4320829388863297E-22,-1.0048172710103893E-22,3.1598741763449737E-22
112,-3.7447909955221976E-22,-9.800678701858788E-23,-3.6251387103558552E-22,-1.0352659353139384E-22,-7.094869925957952E-23,2.8305925803780363E-22
112.99999999999999,-3.935973088619813E-22,-5.0960329309982406E-23,-3.804219628569118E-22,-5.863264887003012E-23,-5.2228585763831666E-23,2.5697775364427475E-22
113.99999999999999,-4.066653839031449E-22,1.9422211786338884E-24,-3.925406913397788E-22,-8.350482071210463E-24,-3.9749019067324886E-23,2.362690388426816E-22
115,-4.117395705508499E-22,6.066121066756173E-23,-3.970762138046779E-22,4.7264161444694974E-23,-3.1074044434044006E-23,2.19646284584681E-22
115.99999999999999,-4.062438634831412E-22,1.245002085913716E-22,-3.916472254264038E-22,1.0754349681242536E-22,-2.4832324527919473E-23,2.0613371239957148E-22
116.99999999999999,-3.871306749790374E-22,1.9156361830827926E-22,-3.734375054316291E-22,1.7070255857156254E-22,-2.0211376089712322E-23,1.9501398538485742E-22
118,-3.514864259161883E-22,2.581553660354513E-22,-3.3976341879654625E-22,2.332806542775836E-22,-1.6708757781981286E-23,1.8576244159977373E-22
118.99999999999999,-2.9768722939115075E-22,3.185260706416467E-22,-2.8915245316451865E-22,2.899110236603761E-22,-1.4000869850162234E-23,1.7799072992517073E-22
120,-2.269312342871435E-22,3.654669806571422E-22,-2.2276907894180003E-22,3.338827226577251E-22,-1.1872679266800242E-23,1.7140808038321048E-22
