% Model:              2D-Au-Plate_fromR.mph
% Version:            COMSOL 6.2.0.339
% Date:               Nov 30 2025, 17:30
% Dimension:          1
% Nodes:              176
% Expressions:        5
% Description:        Table graph
% R0 (nm),C_ED (m^2),C_MD (m^2),C_EQ (m^2),C_MQ (m^2),C (m^2)
112,1.9550336452966285E-13,9.8171103277483E-14,6.632522333203007E-16,1.8492541820307184E-17,2.943562125822864E-13
112.99999999999999,1.9858998311439341E-13,1.141290638210082E-13,7.525527647330861E-16,2.055686235240018E-17,3.134921565624871E-13
113.99999999999999,1.9915310859283443E-13,1.326950683783196E-13,8.461392426468511E-16,2.276598593602547E-17,3.327170821997369E-13
115,1.970326529124718E-13,1.5478078738124611E-13,9.413440182709134E-16,2.5224083877876418E-17,3.527800083958667E-13
115.99999999999999,1.922876199158229E-13,1.8215265899093443E-13,1.0348473122791234E-15,2.815288147894499E-17,3.755032791005154E-13
116.99999999999999,1.852370126807677E-13,2.183560003560511E-13,1.1228707254247242E-15,3.1979567047815686E-17,4.0474786332929137E-13
118,1.764758686507577E-13,2.7067705281387783E-13,1.20150289551039E-15,3.7484703896938555E-17,4.4839190906404286E-13
118.99999999999999,1.6686685511623518E-13,3.537294353003809E-13,1.2669474950315884E-15,4.599700109017652E-17,5.219092349127379E-13
120,1.5749947855523097E-13,4.905370859555316E-13,1.3158328041525518E-15,5.910048634876408E-17,6.494114978012639E-13
121,1.496458251149643E-13,6.739042179832324E-13,1.345391533436834E-15,7.487632401266232E-17,8.249703109556462E-13
121.99999999999999,1.4470347343399434E-13,7.585358858624073E-13,1.3536089287297079E-15,8.166229823263728E-17,9.046746305233641E-13
122.99999999999999,1.4418787254991508E-13,6.600757110463292E-13,1.3391441929368948E-15,7.84530706213562E-17,8.056811808598025E-13
123.99999999999999,1.4972363408862915E-13,5.331760657591962E-13,1.3013459033245978E-15,8.062127008608256E-17,6.842816670212361E-13
125,1.6307714724400302E-13,4.4983030382073214E-13,1.2402778246337444E-15,9.353717955744706E-17,6.142412660689263E-13
126,1.8622073493029833E-13,4.024273665571222E-13,1.156696414305443E-15,1.1746357746809705E-16,5.899222614791941E-13
127,2.2139200627993605E-13,3.765362671545525E-13,1.0524079627307736E-15,1.5346930133360063E-16,5.991341506985529E-13
127.99999999999999,2.7118704141851464E-13,3.632319572824117E-13,9.305979688542519E-16,2.0403355489916433E-16,6.355536302246798E-13
129,3.3859929940234024E-13,3.576126084829892E-13,7.966858024154555E-16,2.729024114096357E-16,6.972814960991545E-13
129.99999999999997,4.270268893606542E-13,3.568834086309892E-13,6.594120867051687E-16,3.650235230132487E-16,7.849347336013618E-13
130.99999999999997,5.401213314965379E-13,3.5928292446587506E-13,5.324332132559472E-16,4.864871107083185E-16,9.004231762863773E-13
132,6.814462583640885E-13,3.6347952686332557E-13,4.363007027676777E-16,6.443184443963538E-16,1.046006404374578E-12
133,8.537297612344333E-13,3.682387905021841E-13,4.004614085558979E-16,8.458381121268348E-16,1.2232148512573E-12
134,1.0576551505512987E-12,3.721914034974633E-13,4.645728466430405E-16,1.0973361207410093E-15,1.4314084630161461E-12
135,1.290141497687658E-12,3.7378781913260397E-13,6.774063800698325E-16,1.4018616489664833E-15,1.6660085848492982E-12
135.99999999999997,1.5424461350825412E-12,3.7131011133311707E-13,1.0914973142339458E-15,1.7561233069365407E-15,1.9166038670368287E-12
136.99999999999997,1.7989337052645848E-12,3.6313798086436253E-13,1.7517011907792968E-15,2.147390800199627E-15,2.165970778119926E-12
138,2.037992418745927E-12,3.482028883916827E-13,2.6789838026466493E-15,2.552330179245499E-15,2.391426621119502E-12
139,2.2358329874046467E-12,3.2641672750557634E-13,3.855843383647345E-15,2.9395154522295403E-15,2.5690450737461E-12
140,2.3726898288055878E-12,2.9891458699461613E-13,5.222501090315909E-15,3.276407799169708E-15,2.6801033246896895E-12
141,2.4384750709114933E-12,2.6782440318615374E-13,6.689611375098366E-15,3.537973482563936E-15,2.716527058955309E-12
141.99999999999997,2.434927777298292E-12,2.356873772782284E-13,8.162606338802174E-15,3.712738516930687E-15,2.6824904994322537E-12
142.99999999999997,2.37322959046624E-12,2.0476370936710293E-13,9.564574989950413E-15,3.8031055584098146E-15,2.591360980381703E-12
144,2.269307271679364E-12,1.7663777289341382E-13,1.0848456625592125E-14,3.82140026487608E-15,2.4606149014632465E-12
145,2.1392373915775737E-12,1.5211776528069345E-13,1.1996335117495773E-14,3.7842182402767846E-15,2.3071357102160398E-12
146,1.996457689299509E-12,1.3139180157939517E-13,1.3011863314249176E-14,3.707965754836408E-15,2.1445693199479896E-12
147,1.850786647975416E-12,1.1424256992415861E-13,1.3910702453217207E-14,3.606350898529587E-15,1.9825462712513214E-12
147.99999999999997,1.708695166562524E-12,1.0025427362275011E-13,1.4713654401559808E-14,3.48972554273854E-15,1.8271528201295722E-12
148.99999999999997,1.5739642482883342E-12,8.894467854420848E-14,1.5441750287345275E-14,3.3652112113117135E-15,1.6817158883311997E-12
150,1.448454943061783E-12,7.984197925858788E-14,1.6113406349932067E-14,3.2372893220356882E-15,1.5476476179923387E-12
151,1.332852032578145E-12,7.253229525991787E-14,1.6744541008952993E-14,3.108649000412448E-15,1.4252375178474283E-12
152,1.2270698259834705E-12,6.666147630759281E-14,1.7347686967960755E-14,2.980723183028199E-15,1.3140597124420523E-12
153,1.1306180552799584E-12,6.194002322057325E-14,1.793253835346493E-14,2.8541748895101342E-15,1.2133447917435067E-12
153.99999999999997,1.0427979648722597E-12,5.813283804247206E-14,1.850632156668956E-14,2.7293611099642737E-15,1.1221664855913856E-12
154.99999999999997,9.628366387633252E-13,5.505113709529252E-14,1.9074061524352327E-14,2.6066927036687377E-15,1.0395685300866387E-12
156,8.899699776044877E-13,5.254593228006019E-14,1.963913197299468E-14,2.4870616323234525E-15,9.646421034898661E-13
157,8.234736696520135E-13,5.0496337462707364E-14,2.0203270110613782E-14,2.37229741301597E-15,8.965455746383506E-13
158,7.62689255417969E-13,4.8806532522957706E-14,2.0766796805501152E-14,2.2658928630593088E-15,8.345284776094873E-13
159,7.070324926020472E-13,4.73993346496536E-14,2.1328692993904264E-14,2.1740528214840487E-15,7.779345730670892E-13
159.99999999999997,6.559969749260721E-13,4.621199793919158E-14,2.1886429074966235E-14,2.107334090180655E-15,7.262027360304106E-13
160.99999999999997,6.091547038761548E-13,4.519259756225465E-14,2.2436013283951848E-14,2.083469044702163E-15,6.788667837670634E-13
162,5.661446775735919E-13,4.429785728329967E-14,2.2971356021011642E-14,2.132037694126951E-15,6.355459285720301E-13
163,5.266913811524919E-13,4.349039263632646E-14,2.348396871205275E-14,2.302724688641283E-15,5.959684671895124E-13
164,4.905916871885687E-13,4.2736517166336376E-14,2.3962453773982026E-14,2.680417748709786E-15,5.599710758775968E-13
165,4.5773776414653E-13,4.200621482189399E-14,2.4389987583633828E-14,3.4134392823923815E-15,5.275474058344503E-13
165.99999999999997,4.2813077641338556E-13,4.126684255710679E-14,2.474537344502131E-14,4.770511096836957E-15,4.989135035123506E-13
166.99999999999997,4.0192311025590024E-13,4.0485248497728914E-14,2.499889704611359E-14,7.259592090279708E-15,4.746668478900225E-13
168,3.794904756698496E-13,3.962351597396039E-14,2.5112809330661804E-14,1.1897422293989533E-14,4.561242232684614E-13
169,3.615575410434901E-13,3.8641065215739874E-14,2.504992991953669E-14,2.0870171558745864E-14,4.461187077375125E-13
170,3.49380260068262E-13,3.7511570255517074E-14,2.4822583878413696E-14,3.931882423876497E-14,4.510332384409578E-13
171,3.447158803559203E-13,3.632874016989067E-14,2.4741007414305726E-14,8.064679070676277E-14,4.864324186468795E-13
171.99999999999997,3.4698010393471254E-13,3.588195603428459E-14,2.6641975372282427E-14,1.825236639196823E-13,5.920276992609619E-13
172.99999999999997,3.303942273811581E-13,4.0205824181182266E-14,3.883712473712993E-14,4.268364703141166E-13,8.362736466135869E-13
174,2.1002152486774508E-13,5.5004971969178315E-14,7.047137338332532E-14,6.823095387110142E-13,1.017807408931263E-12
175,9.012910416059473E-14,6.292153494390828E-14,8.445279184476108E-14,5.352435988444679E-13,7.72747029793732E-13
176,5.854695176042647E-14,6.257789298570485E-14,8.162504024387418E-14,3.470130886935713E-13,5.497629736835768E-13
177,5.1402470470266237E-14,5.862770238925104E-14,7.955941123241765E-14,2.5816815967144055E-13,4.4775774376337546E-13
177.99999999999997,4.675149105323771E-14,4.2599583718439875E-14,8.069557160367756E-14,1.9864612790650853E-13,3.6869277428186365E-13
178.99999999999997,4.120511209383601E-14,3.7321734978443166E-14,8.48168757106007E-14,1.467944156865537E-13,3.101381384694336E-13
180,3.469914975196314E-14,3.669171168010301E-14,9.173832075225422E-14,1.184521133206205E-13,2.8158129550494085E-13
181,2.7621978256472177E-14,3.623580341197919E-14,1.0131619784418751E-13,1.0146059353168054E-13,2.666345730443194E-13
182,2.0392979013191126E-14,3.559803457786278E-14,1.1309313262473513E-13,9.023381198728742E-14,2.5931795820307645E-13
183,1.3488438326243741E-14,3.4812920451596385E-14,1.2593741354159504E-13,8.237103616235908E-14,2.566098084817942E-13
183.99999999999997,7.488587701431915E-15,3.3926373903078924E-14,1.379474032642674E-13,7.66604229081697E-14,2.5602278777694793E-13
184.99999999999997,3.0064274106881895E-15,3.2967653210367024E-14,1.469911131241593E-13,7.241443226224467E-14,2.553796260074592E-13
