% Model:              2D-Au-Plate_fromR.mph
% Version:            COMSOL 6.2.0.339
% Date:               Dec 20 2025, 18:29
% Dimension:          1
% Nodes:              151
% Expressions:        6
% Description:        Table graph
% R0 (nm),real(mx) (m^2*A),imag(mx) (m^2*A),real(my) (m^2*A),imag(my) (m^2*A),real(mz) (m^2*A),imag(mz) (m^2*A)
100,-1.9297734661420868E-23,-2.248531613068941E-24,-1.5635377693849984E-23,1.2652838982266955E-23,3.871629020154254E-24,-5.81574288506316E-24
100.5,-2.014698384101773E-23,-1.980387938223883E-24,-1.6048521388432336E-23,1.3458633000408946E-23,4.046004664994906E-24,-6.100677081871599E-24
100.99999999999999,-2.1028675210039124E-23,-1.670729546484368E-24,-1.6454813462787053E-23,1.431670210210679E-23,4.229158382913392E-24,-6.402454092258778E-24
101.49999999999999,-2.1942755436134277E-23,-1.3153093431626012E-24,-1.6851194172570007E-23,1.5229951274767788E-23,4.421624708058554E-24,-6.72239244088695E-24
101.99999999999999,-2.2888882138027643E-23,-9.095476798907976E-25,-1.7234167832693522E-23,1.6201310531267806E-23,4.6239772859883605E-24,-7.061946617511172E-24
102.5,-2.3866369956889805E-23,-4.485328621546109E-25,-1.7599766123986047E-23,1.7233693081262272E-23,4.836832642209134E-24,-7.422727374026413E-24
103,-2.4874108930918907E-23,7.298642506849038E-26,-1.7943486051726223E-23,1.8329943704516404E-23,5.060852365403276E-24,-7.806522751519733E-24
103.5,-2.5910527897475887E-23,6.605958465277753E-25,-1.8260267935888555E-23,1.9492809486926875E-23,5.296747520712299E-24,-8.215316334644303E-24
103.99999999999999,-2.697348728340308E-23,1.3201900625821257E-24,-1.8544444886361333E-23,2.0724844436138747E-23,5.545281789331836E-24,-8.651328413999496E-24
104.49999999999999,-2.8060215378458555E-23,2.0579563858645482E-24,-1.878970348448371E-23,2.202835544708659E-23,5.807273656814611E-24,-9.117037119079789E-24
104.99999999999999,-2.916719191658643E-23,2.8803213387712854E-24,-1.898904420702585E-23,2.3405279025354015E-23,6.083601096708284E-24,-9.615217722411939E-24
105.5,-3.029009720955852E-23,3.793910341709994E-24,-1.9134779229235252E-23,2.4857121397315936E-23,6.375203902686478E-24,-1.0149002908914923E-23
106,-3.142367852044789E-23,4.8054556179431756E-24,-1.921850193176343E-23,2.6384794207579823E-23,6.683087492037665E-24,-1.072192411424633E-23
106.5,-3.256167462843802E-23,5.921722963200398E-24,-1.9231089469942436E-23,2.798851780563546E-23,7.00832149872338E-24,-1.1337982343118551E-23
