% Model:              2D-Au-Plate_fromR.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jan 12 2026, 16:24
% Dimension:          1
% Nodes:              131
% Expressions:        6
% Description:        Table graph
% R0 (nm),real(mx) (m^2*A),imag(mx) (m^2*A),real(my) (m^2*A),imag(my) (m^2*A),real(mz) (m^2*A),imag(mz) (m^2*A)
108.5,-3.4333207293159895E-23,-1.798183542997201E-23,-1.8365087259845636E-23,3.5134689439155266E-23,1.6151259281518617E-23,-4.121444277880474E-24
109,-3.628264193190544E-23,-1.7482009704616012E-23,-1.7863671573943187E-23,3.708614367843652E-23,1.7102244220959832E-23,-4.464123987732834E-24
109.5,-3.828761727439823E-23,-1.6843936942324724E-23,-1.722490655314088E-23,3.909122643560588E-23,1.8129381483135086E-23,-4.847779551701506E-24
109.99999999999999,-4.033905605344567E-23,-1.605559456503876E-23,-1.6437063653174637E-23,4.11407764816415E-23,1.924116438036286E-23,-5.279126336539379E-24
110.49999999999999,-4.242594728178362E-23,-1.510539036645309E-23,-1.5488884446394514E-23,4.322372667412361E-23,2.0447318870272183E-23,-5.766295603755649E-24
110.99999999999999,-4.453528350098087E-23,-1.3982418982321066E-23,-1.436982441456772E-23,4.532704848396609E-23,2.175900802007306E-23,-6.319198827663245E-24
111.5,-4.6652127603827985E-23,-1.2676848995731538E-23,-1.30704471517152E-23,4.743582887358049E-23,2.31891017869548E-23,-6.950024360738058E-24
112,-4.875955064184086E-23,-1.1180219013082997E-23,-1.1582706659669238E-23,4.953321650752119E-23,2.475244310864862E-23,-7.673870448324741E-24
112.5,-5.0838911392467734E-23,-9.485957476224285E-24,-9.900467980100668E-24,5.1600698049496037E-23,2.6466193166393382E-23,-8.509586007556845E-24
112.99999999999999,-5.2870027270068835E-23,-7.589618905108658E-24,-8.019726763003789E-24,5.361829167955198E-23,2.835022040110122E-23,-9.480960006512311E-24
113.49999999999999,-5.483147934804601E-23,-5.489300360650702E-24,-5.939027229826619E-24,5.556484151996462E-23,3.0427494545279064E-23,-1.061827936631096E-23
113.99999999999999,-5.670107557043142E-23,-3.1858641917623194E-24,-3.6596618792130235E-24,5.741848862338503E-23,3.2724459512090687E-23,-1.1960486410024493E-23
114.5,-5.845628539277914E-23,-6.831893067064182E-25,-1.1859223559318294E-24,5.915710677980025E-23,3.5271392977470215E-23,-1.355829804844694E-23
