800,5.792118421981974E-24,-1.5918342363994984E-23,1.3820840203861968E-23,5.693322753816362E-24,4.5800747313878965E-26,-2.1602077501714655E-23
806,7.215152584355451E-24,-1.631972567016966E-23,1.4503108318559995E-23,6.529228000672535E-24,1.5224132172429846E-25,-2.200701803987816E-23
811.9999999999999,8.76212848634674E-24,-1.6522894939356462E-23,1.4926637645044925E-23,7.634719899739974E-24,2.4690275921302315E-25,-2.2463977643195616E-23
818,1.0436081320226864E-23,-1.6558113676795927E-23,1.5142631349097033E-23,8.933809653330041E-24,3.37220814484177E-25,-2.2961488051918736E-23
824,1.2256025669476124E-23,-1.6425122533257735E-23,1.516772795795389E-23,1.0408980823379445E-23,4.2653720393288535E-25,-2.3493575887384732E-23
830,1.4244593977936196E-23,-1.6104243560468296E-23,1.4995025580992096E-23,1.2063474076640975E-23,5.164742921052306E-25,-2.4057210313153596E-23
835.9999999999999,1.642349445203274E-23,-1.5558434463557437E-23,1.4598014830465058E-23,1.3907385708846916E-23,6.08092111156423E-25,-2.465105788633501E-23
842,1.8796438273864908E-23,-1.4741120753506565E-23,1.393811486790103E-23,1.5938607218641787E-23,7.004618427942179E-25,-2.52721374652612E-23
848,2.1358061836264335E-23,-1.3596567732880354E-23,1.2966799907756636E-23,1.8148615570311122E-23,7.923317092573787E-25,-2.5917549835174337E-23
854,2.4141003248634493E-23,-1.2032493755835492E-23,1.1601807684218265E-23,2.0564191528957257E-23,8.858064434916423E-25,-2.6596049466205883E-23
859.9999999999999,2.713387114689349E-23,-9.94682843622602E-24,9.750286734236875E-24,2.3172481116838164E-23,9.81010875307547E-25,-2.731089306486441E-23
866,3.024946816658943E-23,-7.263257914129376E-24,7.341854904984863E-24,2.5891745888658722E-23,1.0747530517258607E-24,-2.805226473184067E-23
872,3.349715464963434E-23,-3.797942921037196E-24,4.209012086043603E-24,2.872693387601669E-23,1.1722301329925406E-24,-2.8841569039720106E-23
878,3.679251026286938E-23,6.403604194927746E-25,1.7666191693762553E-25,3.159673884471215E-23,1.2762189120253775E-24,-2.969033164584652E-23
883.9999999999999,3.990369228489369E-23,6.136076439565032E-24,-4.832828957734088E-24,3.42856027683977E-23,1.3827651254289661E-24,-3.058403267710686E-23
890,4.261935232807857E-23,1.2860489532718595E-23,-1.09748251312214E-23,3.659463825948107E-23,1.4946955560249901E-24,-3.153299496647524E-23
896,4.462175738239725E-23,2.095087779455651E-23,-1.836999976729502E-23,3.8229960845808086E-23,1.613647252977748E-24,-3.254833886428255E-23
901.9999999999999,4.5482192656676454E-23,3.048580224764946E-23,-2.708618085043275E-23,3.879151574589079E-23,1.7438689420094076E-24,-3.3638587358068167E-23
907.9999999999999,4.465890060846085E-23,4.1431348027107076E-23,-3.7085360132411985E-23,3.777536373781194E-23,1.890271459429414E-24,-3.481329126113828E-23
914,4.152380849723718E-23,5.354486064840845E-23,-4.813387709544339E-23,3.4601643249070826E-23,2.056412280964017E-24,-3.6082763576916845E-23
920,3.543052079711834E-23,6.630561500797598E-23,-5.973974760129444E-23,2.8677282922527696E-23,2.2473024945687905E-24,-3.7458524148156647E-23
925.9999999999999,2.6013328374939765E-23,7.868691550707673E-23,-7.09490675573769E-23,1.9676770744616787E-23,2.459497013340676E-24,-3.8923492589081106E-23
931.9999999999999,1.2944875215909247E-23,8.980303360603969E-23,-8.093082092721942E-23,7.307175854367049E-24,2.71131491565684E-24,-4.052829606831502E-23
938,-3.628741777110605E-24,9.838580828850939E-23,-8.850808867827588E-23,-8.279261299475527E-24,3.0166745315214344E-24,-4.230501004765788E-23
944,-2.2533950827732498E-23,1.0311889222814087E-22,-9.248048366187417E-23,-2.5976539909966358E-23,3.3704358000794575E-24,-4.422754104827729E-23
949.9999999999999,-4.2497145934587906E-23,1.0339598973713854E-22,-9.230061619701491E-23,-4.459578801816983E-23,3.7874704529791496E-24,-4.6326735631988474E-23
955.9999999999999,-6.212949751370775E-23,9.915010052677172E-23,-8.792220105354677E-23,-6.284784790745703E-23,4.289427387891172E-24,-4.864183711193431E-23
962,-8.011829503379794E-23,9.089848308316343E-23,-7.984115010533523E-23,-7.95221201282942E-23,4.89535812690784E-24,-5.120642861417041E-23
