3.000000000000000000e+02,3.029135376379346489e+00,-4.565556878281372410e-02,1.398220957895556227e-01,1.738189255411837220e-02,3.142342248989637987e+00
3.060606060606060623e+02,3.189547468616730441e+00,-3.186410821874267191e-02,1.170893835658056020e-01,1.945160075219543039e-02,3.296710771172985499e+00
3.121212121212121247e+02,3.343438324968455166e+00,-1.883321913050884505e-02,9.737352709337021572e-02,2.106575031917496885e-02,3.446044056097482766e+00
3.181818181818181870e+02,3.504037745118339764e+00,-7.594367138556123477e-03,7.994163708054760620e-02,2.154781716439973377e-02,3.600958333751119511e+00
3.242424242424242493e+02,3.644605679232238771e+00,2.243449120068957171e-03,6.575804472012714008e-02,2.189500474427547722e-02,3.737435458767579100e+00
3.303030303030303116e+02,3.771056215565158354e+00,1.130788403194761364e-02,5.400059584405866864e-02,2.221838745172361601e-02,3.861376668020437997e+00
3.363636363636363740e+02,3.887515918624704803e+00,1.973542988676200635e-02,4.240593349688542846e-02,2.193860944304765540e-02,3.974149648221178222e+00
3.424242424242424363e+02,3.991924285083940926e+00,2.782311556713889036e-02,3.194307584880243939e-02,2.148899965866717110e-02,4.075466135383820188e+00
3.484848484848484986e+02,4.091618176440134924e+00,3.581840475914488398e-02,2.234952158886972795e-02,2.074262123636766431e-02,4.172500785494714037e+00
3.545454545454545610e+02,4.173121549849203582e+00,4.275394788495254922e-02,1.385521236966208436e-02,1.925919691347681081e-02,4.250636163481201102e+00
3.606060606060606233e+02,4.275150897598638977e+00,5.125326772423340060e-02,7.163296127149317537e-03,1.808730066241548765e-02,4.353031309117281644e+00
3.666666666666666856e+02,4.301979742711596444e+00,6.449957650052871860e-02,1.524993518266284150e-03,1.942880520497063113e-02,4.389223113490932526e+00
3.727272727272727479e+02,4.359731335541069619e+00,8.119642941843606410e-02,-3.326517760113402097e-03,2.275163892394345758e-02,4.462538158570993119e+00
3.787878787878787534e+02,4.519767502815695615e+00,1.172411172525785888e-01,-6.724555164575943267e-03,2.140443844901457685e-02,4.654730843877771029e+00
3.848484848484848726e+02,4.429858328722265703e+00,1.884647578836404214e-01,-5.128993367125175840e-03,6.214384667638102669e-03,4.626078918268223816e+00
3.909090909090908781e+02,3.888496684475882592e+00,1.588096253400093638e-01,6.440510326579108359e-03,-6.103252667202964735e-03,4.070512685506185946e+00
3.969696969696969973e+02,3.324272332848972500e+00,8.709160713581869107e-02,-1.865157176511110732e-03,-3.973672316237618699e-03,3.421778872773780567e+00
4.030303030303030027e+02,2.757323450328170278e+00,7.520237098597316872e-02,-1.705875953841316101e-02,8.459461784691873695e-03,2.828078486706291361e+00
4.090909090909091219e+02,2.264544803960846231e+00,9.039289142762620133e-02,-2.195398406997507712e-02,4.196585561682991683e-02,2.375888480421781246e+00
4.151515151515151274e+02,1.958829417494079683e+00,1.171461111400417948e-01,-2.520211208424626148e-02,1.185161685995192726e-01,2.169504837363875893e+00
4.212121212121212466e+02,2.127511935435178358e+00,1.485692709173306869e-01,-3.058035971569025499e-02,3.214934488373786814e-01,2.566883984185553746e+00
4.272727272727272521e+02,3.448931183151778157e+00,1.632835883024363610e-01,-3.857484938881521747e-02,4.795989205810030076e-01,4.052292056063774517e+00
4.333333333333333712e+02,6.393024547521154233e+00,1.473840345206549884e-01,-4.766817656647873158e-02,1.881707306537311886e-01,6.678549596026006618e+00
4.393939393939393767e+02,8.808987411527059663e+00,8.896598221192691947e-02,-5.435379225341582105e-02,1.322864000986337663e-01,8.971453416176737861e+00
4.454545454545454390e+02,9.056633885015573426e+00,4.936903432222194271e-02,-5.293736528455482426e-02,1.131571710917784329e-01,9.160923133809879104e+00
4.515151515151515014e+02,8.228647859692493682e+00,4.659768232508336439e-02,-4.842916337148660960e-02,8.810256589506473834e-02,8.309756596934837702e+00
4.575757575757575637e+02,7.223424238829547761e+00,6.947313996395305946e-02,-4.398618270696803140e-02,6.620069430633929164e-02,7.310469257127373943e+00
4.636363636363636260e+02,6.343415099850693295e+00,1.091436030377402056e-01,-4.038689443918044158e-02,4.989078764000919042e-02,6.457980081819347795e+00
4.696969696969696884e+02,5.610649199654774044e+00,1.651159040500742858e-01,-3.750584546341434455e-02,3.800047058637467251e-02,5.772693950655057193e+00
4.757575757575757507e+02,5.100757539703366206e+00,2.319749013251308500e-01,-3.511637481270172417e-02,3.035475797863361122e-02,5.324794063712401382e+00
4.818181818181818130e+02,4.703219298108701096e+00,3.235184782861479369e-01,-3.302360849179505203e-02,2.486469115731895427e-02,5.015727445283696184e+00
4.878787878787878753e+02,4.364467040692640687e+00,4.604182208677742860e-01,-3.119371092504510598e-02,2.066886795537236851e-02,4.811803034141143520e+00
4.939393939393939377e+02,4.066473993282516020e+00,6.749637396372338838e-01,-2.960656146246091677e-02,1.737864814749812831e-02,4.726920072704439590e+00
5.000000000000000000e+02,3.898982538230384876e+00,1.063045742360783530e+00,-2.832886592418426899e-02,1.549384661218848255e-02,4.947062259487356783e+00
5.060606060606060623e+02,3.742581728668646690e+00,1.867071848824692681e+00,-2.795438117649213031e-02,1.403132281814772724e-02,5.593604682566529540e+00
5.121212121212121247e+02,3.584440861006989998e+00,3.530459414725555689e+00,-3.004706583249046326e-02,1.316400910308336558e-02,7.095729425262053525e+00
5.181818181818182438e+02,3.696214169125097815e+00,5.982665934528464291e+00,-3.510309799459748747e-02,1.547278779585334503e-02,9.656534442709910238e+00
5.242424242424242493e+02,3.929022359717992519e+00,5.891681343574654228e+00,-3.920206270183412833e-02,1.709887346588404369e-02,9.795523670917987147e+00
5.303030303030302548e+02,4.052364210428261337e+00,3.638745784031217401e+00,-4.076266842733442669e-02,1.559420224505070340e-02,7.662743722671273794e+00
5.363636363636363740e+02,4.061698617821137169e+00,2.303653263668101747e+00,-4.056528407811311326e-02,1.410720350624460225e-02,6.335812628759583731e+00
5.424242424242424931e+02,3.987257790702269045e+00,1.641296646479208254e+00,-3.937136708236563254e-02,1.287321280826247624e-02,5.599212043603797540e+00
5.484848484848484986e+02,3.855601882378037359e+00,1.284177290244044700e+00,-3.756033171024085460e-02,1.174308481486097643e-02,5.111400166021614844e+00
5.545454545454545041e+02,3.665349739562040465e+00,1.049183935222661956e+00,-3.521739317378685258e-02,1.052967650353587269e-02,4.687591931553559021e+00
5.606060606060606233e+02,3.456100057826982930e+00,8.885985793114701270e-01,-3.268143685675103244e-02,9.395862889448016592e-03,4.319448758891978102e+00
5.666666666666667425e+02,3.238310039201194979e+00,7.730927430755498708e-01,-3.007120564898774565e-02,8.361308514883472251e-03,3.987992481890137331e+00
5.727272727272727479e+02,3.018888135773059478e+00,6.840689520390098588e-01,-2.746092224540522611e-02,7.415460716374630210e-03,3.681447227515356690e+00
5.787878787878787534e+02,2.802243808019362792e+00,6.127076863414766539e-01,-2.490622948487154070e-02,6.561889382852259013e-03,3.395350983091931507e+00
