% Model:              2D-Au-Plate.mph
% Version:            COMSOL 6.1.0.282
% Date:               Feb 13 2025, 16:09
% Dimension:          1
% Nodes:              61
% Expressions:        3
% Description:        Table graph
% lambda0 (nm),F_x (N),F_y (N),F_z (N)
300,9.350184248664198E-26,-5.287783341776075E-27,-1.3741023797371292E-25
309.99999999999994,1.0012191079408119E-25,-5.0464682713315196E-27,-1.4267164786603072E-25
319.99999999999994,1.0491640137652208E-25,-4.835685361281516E-27,-1.4495225669220353E-25
330,1.0876363107807888E-25,-4.6780064462945166E-27,-1.4472477127878512E-25
340,1.1398005774024258E-25,-4.865606999974111E-27,-1.444840566928604E-25
350,1.1978516547018238E-25,-5.4915767745795506E-27,-1.457058868139573E-25
360,1.2406545079092632E-25,-6.605801812276889E-27,-1.4695004229885002E-25
369.99999999999994,1.2353149378966513E-25,-7.513772758048596E-27,-1.4333262582965398E-25
379.99999999999994,1.265123448043731E-25,-7.078526266362894E-27,-1.4369412970257474E-25
390,1.0237293730749407E-25,-5.639281967968416E-27,-1.0196480972156833E-25
400,7.607650686981769E-26,-1.0691619754867232E-26,-6.592376314852318E-26
410,6.101595234197843E-26,-7.427479029572308E-27,-3.9467841685463435E-26
419.99999999999994,7.18049125211117E-26,-1.4145849286920861E-27,-5.802926701344569E-26
429.99999999999994,1.5135606582893945E-25,1.3451885282603488E-27,-1.8277517321129858E-25
439.99999999999994,2.531558224531378E-25,-1.0285675331064463E-26,-3.0350158145088684E-25
450,2.303747810659387E-25,-2.2737557200741688E-26,-2.5222615228054167E-25
460,1.7978719418027592E-25,-2.634922326017489E-26,-1.719486663932108E-25
470,1.43783135299781E-25,-2.66624936108247E-26,-1.1451161399785647E-25
480,1.2393619354533076E-25,-2.677547297997146E-26,-8.096754586401927E-26
490,1.1320368541784145E-25,-2.7007845541236637E-26,-5.730851486954601E-26
500,1.1119786466662194E-25,-2.704714086791013E-26,-3.093698499243251E-26
509.99999999999994,1.2080671451259069E-25,-2.08004003809009E-26,1.0037251513433586E-27
519.9999999999999,1.13867605945194E-25,2.5410763890497226E-26,-3.234588400738818E-26
530,7.147032116382113E-26,2.4073913522662833E-26,-9.744481935324614E-26
540,7.002065688495203E-26,1.5286231141788196E-27,-1.3370829775630075E-25
550,6.818455875674563E-26,-7.859777234256948E-27,-1.3717027045664807E-25
560,6.174013382699079E-26,-1.1549631060620794E-26,-1.1963987125238462E-25
570,5.38165280774357E-26,-1.300013731184253E-26,-9.270266150513806E-26
580,4.614296805178857E-26,-1.3563393537922118E-26,-6.49911741715507E-26
590,3.927360074244718E-26,-1.3643578209749764E-26,-3.993083105755354E-26
600,3.362838434252064E-26,-1.3321982621006336E-26,-1.887385419615749E-26
610,2.9009677932061394E-26,-1.2684894527352007E-26,-1.1864276409610036E-27
619.9999999999999,2.5218770231474435E-26,-1.1867790620053749E-26,1.3596821488216883E-26
629.9999999999999,2.201250471082758E-26,-1.0988015521848252E-26,2.5981626855826534E-26
639.9999999999999,1.9238764663996813E-26,-1.009408224042675E-26,3.665978483672193E-26
650,1.6813753868088333E-26,-9.227998150955567E-27,4.5867290316820794E-26
660,1.4682756660698778E-26,-8.418983843895045E-27,5.374300221203643E-26
670,1.2784977621460612E-26,-7.708718939810318E-27,6.016683866281239E-26
680,1.1118121336759958E-26,-7.068390568422382E-27,6.553446236717495E-26
690,9.672162457167525E-27,-6.498670787972767E-27,6.989470972139788E-26
700,8.423541925367306E-27,-5.9947546719209606E-27,7.332709355671105E-26
710,7.34132011499554E-27,-5.5416353224182904E-27,7.601579406401567E-26
720,6.413216020120853E-27,-5.1381875058148115E-27,7.798515984623438E-26
729.9999999999999,5.606064876985792E-27,-4.767254352291913E-27,7.944755980522333E-26
739.9999999999999,4.916358024966692E-27,-4.4260376645293004E-27,8.046950159554408E-26
749.9999999999999,4.32418638496659E-27,-4.108355624578084E-27,8.115506152896176E-26
759.9999999999999,3.814437226571096E-27,-3.814865085874396E-27,8.154320784224801E-26
770,3.378961344623985E-27,-3.542097482723417E-27,8.170422979331707E-26
780,3.0070233111179923E-27,-3.289553894796977E-27,8.167770285459807E-26
790,2.6809280043322853E-27,-3.0545240572126355E-27,8.1510330716417E-26
800,2.4011234928679572E-27,-2.8362207816743748E-27,8.122486973533756E-26
810,2.1591536399592668E-27,-2.6351875149087346E-27,8.083058250738493E-26
820,1.949157679287144E-27,-2.4489655181455237E-27,8.035244212871999E-26
830,1.7676473613837957E-27,-2.2762285634902327E-27,7.980711488391217E-26
839.9999999999999,1.6091350412506356E-27,-2.116417560435617E-27,7.91991796742678E-26
849.9999999999999,1.470519926104725E-27,-1.9696659797748788E-27,7.853099036391352E-26
859.9999999999999,1.3484251796242137E-27,-1.8339546999916305E-27,7.781566298273725E-26
869.9999999999999,1.241559743133596E-27,-1.709326493635585E-27,7.705562888713996E-26
879.9999999999999,1.146249472933137E-27,-1.5932419799501127E-27,7.626365674866568E-26
890,1.0623945679237165E-27,-1.4866493848831792E-27,7.543814538227318E-26
900,9.862992488578926E-28,-1.390368375782717E-27,7.456850886439113E-26
