% Model:              2D-Au-Plate.mph
% Version:            COMSOL 6.1.0.282
% Date:               Feb 13 2025, 17:00
% Dimension:          1
% Nodes:              61
% Expressions:        3
% Description:        Table graph
% lambda0 (nm),F_x (N),F_y (N),F_z (N)
300,8.889131554590655E-26,-1.0549362005301957E-26,-1.838436440169331E-25
309.99999999999994,9.240492899586565E-26,-1.2047451908027463E-26,-1.925963821091505E-25
319.99999999999994,9.609952176567847E-26,-1.2820753225776734E-26,-1.9880547262169206E-25
330,1.0099334329227318E-25,-1.2969562697160063E-26,-2.0176317283313007E-25
340,1.0822121957393391E-25,-1.3098470219997718E-26,-2.0531900249540254E-25
350,1.1702191954183619E-25,-1.3311677473271205E-26,-2.1200991563748875E-25
360,1.2562487965680507E-25,-1.3679497693070146E-26,-2.212616502593093E-25
369.99999999999994,1.3188404686121736E-25,-1.3523800259901856E-26,-2.2796383122041444E-25
379.99999999999994,1.3280596073635416E-25,-1.3948844715838877E-26,-2.271760579598472E-25
390,1.3779941228078446E-25,-1.0427043940907733E-26,-2.1574680680055313E-25
400,1.8931358088944997E-25,-2.8766733656327864E-27,-2.596835444641235E-25
410,1.9353289989016442E-25,-4.385916891943613E-28,-2.630757637475075E-25
419.99999999999994,1.7495791627418122E-25,1.4948103643037696E-26,-1.9208217218669553E-25
429.99999999999994,1.6788221318423779E-25,-3.1962547562361103E-27,-1.9546558428186246E-25
439.99999999999994,1.1706244935082285E-25,-3.896851076636482E-26,-2.2232360782438854E-25
450,9.400943541688266E-26,-3.2476343870367886E-26,-1.6197074473601034E-25
460,7.134773609910923E-26,-2.3813900890297948E-26,-1.1130149280030737E-25
470,5.38815774058714E-26,-1.3256758145956288E-26,-6.87538829345032E-26
480,6.913783940464212E-26,7.844607397614986E-28,-6.890373202163424E-26
490,1.8925903146358312E-25,9.488338285017382E-27,-2.213637259171263E-25
500,2.327942403904248E-25,2.401489085310299E-26,-2.5111786151327073E-25
509.99999999999994,3.5129157114470313E-25,1.9077685055800407E-26,-4.280209540318815E-25
519.9999999999999,4.233585854736975E-25,-2.8917301601142136E-28,-5.686682580585663E-25
530,4.686085606110195E-25,-1.932251877533888E-26,-6.596067124066012E-25
540,5.0770367611026125E-25,-3.4752670015966676E-26,-7.15980243640727E-25
550,5.439196231406584E-25,-4.6729504018318166E-26,-7.28974825609009E-25
560,5.626838005794631E-25,-5.60462351178743E-26,-6.631084532556064E-25
570,5.584536433417617E-25,-6.249254219787591E-26,-4.9972701442320345E-25
580,5.291723859038047E-25,-6.520102195826593E-26,-2.220572763721887E-25
590,4.718563493151188E-25,-6.26307994317559E-26,1.8406171962871235E-25
600,3.9250299652377337E-25,-5.320302034466763E-26,6.861738590114963E-25
610,3.115485638066304E-25,-3.985314867285112E-26,1.0653114919970584E-24
619.9999999999999,2.7815349642702594E-25,-2.955784331721748E-26,9.428313637830762E-25
629.9999999999999,2.9547590748873507E-25,2.1841084817819673E-27,5.081059280201234E-25
639.9999999999999,2.5615438501394322E-25,1.0871267404318247E-25,2.8558564934261785E-25
650,2.027498007748935E-25,6.879607778563245E-26,-6.297520101780581E-26
660,2.0601744824554153E-25,7.115973869655424E-27,-2.998538163991579E-25
670,2.0087271095313883E-25,-1.8640324749593036E-26,-3.713981481000686E-25
680,1.867219774174727E-25,-2.933338602813787E-26,-3.640682599328051E-25
690,1.6846237317565856E-25,-3.3544993339720055E-26,-3.2201450588088714E-25
700,1.4938413993871302E-25,-3.482577609255765E-26,-2.6857463292428366E-25
710,1.3066086288437134E-25,-3.4657285425305486E-26,-2.1203709711692607E-25
720,1.1366470597582345E-25,-3.3812509230231977E-26,-1.6032465761774863E-25
729.9999999999999,9.842532271993027E-26,-3.2606411387582367E-26,-1.140308231718317E-25
739.9999999999999,8.517731991575547E-26,-3.122583549637599E-26,-7.416281694784611E-26
749.9999999999999,7.371569513076565E-26,-2.973557051712121E-26,-3.9906677938320295E-26
759.9999999999999,6.393152903903719E-26,-2.8211790051618363E-26,-1.1169875009781892E-26
770,5.559341123692134E-26,-2.6662135272246076E-26,1.3218115372987617E-26
780,4.854609482796919E-26,-2.5132621113295412E-26,3.3620753906994026E-26
790,4.2510628480940074E-26,-2.3622719461225734E-26,5.0970000246297615E-26
800,3.737504110213636E-26,-2.2148248470417442E-26,6.577287546703977E-26
810,3.300982082770405E-26,-2.0740110285734024E-26,7.822687817664353E-26
820,2.926510152730398E-26,-1.93903842191919E-26,8.891134531022569E-26
830,2.605202431990898E-26,-1.810685878430442E-26,9.807367283289566E-26
839.9999999999999,2.327471521575785E-26,-1.6893772366462827E-26,1.0594480302366425E-25
849.9999999999999,2.0877408115101723E-26,-1.5764840442527726E-26,1.1257502887888992E-25
859.9999999999999,1.878525256338763E-26,-1.4706876908907133E-26,1.1825955706121806E-25
869.9999999999999,1.6966725430919666E-26,-1.372865221248146E-26,1.230127148569693E-25
879.9999999999999,1.5355392683240866E-26,-1.280769472601306E-26,1.271440254169904E-25
890,1.394484455656422E-26,-1.1960149120428387E-26,1.3054243182339101E-25
900,1.2691805264818986E-26,-1.1181893220279138E-26,1.3330118086957695E-25
