800,-2.2175257410735614E-31,-5.53193790067372E-32,8.103814755542716E-32,-2.005492035663236E-31,-2.0238056009784107E-32,6.135450702172989E-32
806,-2.302987742662105E-31,-7.382224751227908E-32,9.541745099585577E-32,-2.137060087647585E-31,-2.503997945858727E-32,6.045680000502485E-32
811.9999999999999,-2.4107435817399586E-31,-9.135833029961563E-32,1.1098759937623713E-31,-2.2823596242533025E-31,-2.93575757126946E-32,5.938389973558778E-32
818,-2.5328767599546405E-31,-1.093289583121784E-31,1.28166865444552E-31,-2.4357789253613063E-31,-3.325662841804622E-32,5.823863043932488E-32
824,-2.6644905974721614E-31,-1.28439506513536E-31,1.472192316391776E-31,-2.59423630838262E-31,-3.680563833339885E-32,5.710221640199893E-32
830,-2.8023082592824756E-31,-1.4915972571844825E-31,1.6839681038123266E-31,-2.755697709122703E-31,-4.0075999468581477E-32,5.602958684519127E-32
835.9999999999999,-2.943637171697227E-31,-1.718929910587449E-31,1.9199289019562985E-31,-2.9183134900948076E-31,-4.3139228168698816E-32,5.505036470626359E-32
842,-3.0855916557146488E-31,-1.9689417535985834E-31,2.1820151149659587E-31,-3.0796454978292965E-31,-4.605017700300572E-32,5.418891665577133E-32
848,-3.225113454198427E-31,-2.243955304745651E-31,2.472221915151732E-31,-3.2369067878702234E-31,-4.885993276043874E-32,5.345503250782976E-32
854,-3.359486071971493E-31,-2.5504327031551884E-31,2.7971120036531073E-31,-3.387677254519851E-31,-5.16409228952917E-32,5.282347332491529E-32
859.9999999999999,-3.4841889370571915E-31,-2.8927739063424495E-31,3.161240079040625E-31,-3.52740948019204E-31,-5.443352755095042E-32,5.227580418197585E-32
866,-3.5929291024969454E-31,-3.270419140695207E-31,3.5639719161184257E-31,-3.6494963314102833E-31,-5.724340182053206E-32,5.181082870707885E-32
872,-3.6788454359031455E-31,-3.6940151922287206E-31,4.016673798756734E-31,-3.7469118812584997E-31,-6.01285585182584E-32,5.136994747251146E-32
878,-3.7310576862048627E-31,-4.170031247191734E-31,4.5263825811345325E-31,-3.808155741892443E-31,-6.310824585042171E-32,5.091505311350799E-32
883.9999999999999,-3.7368156911414425E-31,-4.693449740055169E-31,5.0878868544387474E-31,-3.8195076479651334E-31,-6.615579233012947E-32,5.044872609755006E-32
890,-3.680034006904981E-31,-5.265999493316985E-31,5.703234631089465E-31,-3.763757405769956E-31,-6.927759183216446E-32,4.993608363392808E-32
896,-3.5396677373611215E-31,-5.883530140730895E-31,6.3683588417669765E-31,-3.618062514479727E-31,-7.244255107290316E-32,4.93383396314905E-32
901.9999999999999,-3.2928789697544503E-31,-6.535718327796612E-31,7.072382112360266E-31,-3.3577461586640284E-31,-7.564890233520817E-32,4.8640592432342116E-32
907.9999999999999,-2.915233362204904E-31,-7.203311460604618E-31,7.7948467293667E-31,-2.9562928345364305E-31,-7.889283557152153E-32,4.783187993074894E-32
914,-2.384666449425231E-31,-7.853953194161083E-31,8.501204316394111E-31,-2.3894484951959776E-31,-8.215502908837372E-32,4.690394992465056E-32
920,-1.6875197974541154E-31,-8.441307654515246E-31,9.141708663650715E-31,-1.6417931497944333E-31,-8.541445748691491E-32,4.585359451695452E-32
925.9999999999999,-8.402044650693137E-32,-8.904252225938727E-31,9.650214070546419E-31,-7.30118040537739E-32,-8.863598506425423E-32,4.471257420398962E-32
931.9999999999999,1.434882789350989E-32,-9.189400667116948E-31,9.968922672289118E-31,3.315661213296575E-32,-9.182201482109842E-32,4.3449545781673063E-32
938,1.2131681261191961E-31,-9.241397713083019E-31,1.0037366032981791E-30,1.4898327268505423E-31,-9.495982519197572E-32,4.206477124794497E-32
944,2.2696176950487155E-31,-9.036816305201039E-31,9.828724166357263E-31,2.6380186239685668E-31,-9.802057695904992E-32,4.0613298268943006E-32
949.9999999999999,3.231454999178343E-31,-8.589857603136375E-31,9.357006497050901E-31,3.688176687441022E-31,-1.0100198443602856E-31,3.910167645478581E-32
955.9999999999999,4.029632897920161E-31,-7.945337316085144E-31,8.669409377484376E-31,4.5651996886052205E-31,-1.039035357919536E-31,3.7536194236842465E-32
962,4.619174936021173E-31,-7.1735797739194885E-31,7.8410022047886465E-31,5.219506815667037E-31,-1.067267812738648E-31,3.593384605508073E-32
968,4.988168552501651E-31,-6.35010262884121E-31,6.952958658206065E-31,5.637075149156736E-31,-1.0947594009181587E-31,3.431006837089496E-32
974,5.152449646830208E-31,-5.540672865153143E-31,6.07636506716657E-31,5.833940625970367E-31,-1.1215794282077314E-31,3.2678310832667743E-32
980,5.145324006135941E-31,-4.793100243727621E-31,5.263219847097072E-31,5.845246361979898E-31,-1.147830820924455E-31,3.1049791637047236E-32
985.9999999999999,5.006470372936712E-31,-4.135592114408247E-31,4.544507519898466E-31,5.713303548568374E-31,-1.1736759495223338E-31,2.9431650161288136E-32
991.9999999999999,4.776030097366641E-31,-3.5833740147261006E-31,3.937253487314432E-31,5.481058733298164E-31,-1.1992695891264864E-31,2.783912562673243E-32
997.9999999999999,4.48991149941218E-31,-3.1391820674044684E-31,3.444917704695431E-31,5.1870695458907805E-31,-1.2246647976152524E-31,2.6288631239902524E-32
1003.9999999999999,4.164556530925137E-31,-2.788929080968883E-31,3.0522811066915257E-31,4.849478906117859E-31,-1.2500436315302612E-31,2.4734569836364193E-32
1010,3.8218157224335335E-31,-2.528614170000828E-31,2.75530162476195E-31,4.491755567606685E-31,-1.2755159528858987E-31,2.3184686603687547E-32
1016,3.48679441664088E-31,-2.351763855790308E-31,2.5476212175035425E-31,4.140712621725208E-31,-1.3011806447436525E-31,2.1679207213137694E-32
1022,3.1622614100530065E-31,-2.2446249315328367E-31,2.4141820960743835E-31,3.799622078276812E-31,-1.3271685438449445E-31,2.0176135268613922E-32
1028,2.855882528065465E-31,-2.1982971036828338E-31,2.3454424096565665E-31,3.476737280054051E-31,-1.3535666523854254E-31,1.8665776087595545E-32
1033.9999999999998,2.573350326317863E-31,-2.2045604404375703E-31,2.332582513685422E-31,3.1781464661642836E-31,-1.3804429508345466E-31,1.7136950620186285E-32
1039.9999999999998,2.318946670081617E-31,-2.2558066736653083E-31,2.36744893215191E-31,2.9083853482032083E-31,-1.407847888637537E-31,1.5577325708390432E-32
1046,2.095975250770771E-31,-2.3450319431320245E-31,2.4425596148850995E-31,2.6709013060163576E-31,-1.435806657743197E-31,1.397378930467691E-32
1052,1.906947425449802E-31,-2.4655597023293715E-31,2.550818434368681E-31,2.468272779573653E-31,-1.4643260334476542E-31,1.2312765158107473E-32
1058,1.7537596663407074E-31,-2.61099560618307E-31,2.6854746603489985E-31,2.3024031582175963E-31,-1.4933866177604573E-31,1.0580617128254506E-32
1064,1.637699652218764E-31,-2.775059599882251E-31,2.8399480990551244E-31,2.1745449763561413E-31,-1.522945368573636E-31,8.764002850287191E-33
1070,1.5593233303622477E-31,-2.9514997513463374E-31,3.007734129474066E-31,2.085190711390696E-31,-1.5529418721830888E-31,6.850138464487438E-33
1076,1.5184805565628125E-31,-3.13416317202985E-31,3.1824777529295356E-31,2.0341055415793063E-31,-1.5832912253373902E-31,4.827236696494468E-33
1081.9999999999998,1.5139201275885705E-31,-3.3154318687913164E-31,3.356416655949902E-31,2.0200318596908443E-31,-1.6139231988378033E-31,2.6977818660719523E-33
1087.9999999999998,1.5425429618371098E-31,-3.4883653335846914E-31,3.522492595059137E-31,2.0398413777416316E-31,-1.6447612917736E-31,4.665425462584584E-34
1094,1.6030099425655786E-31,-3.654198681768028E-31,3.681783427614219E-31,2.091742583445584E-31,-1.6755200035521721E-31,-1.9370437300669846E-33
1100,1.6924445119799272E-31,-3.806476060570915E-31,3.8278165542533892E-31,2.1728758311322124E-31,-1.7061033659643712E-31,-4.4952128292342905E-33
