% Model:              2D-Au-Plate_fromR2.mph
% Version:            COMSOL 6.2.0.339
% Date:               Dec 9 2025, 23:57
% Dimension:          1
% Nodes:              211
% Expressions:        5
% Description:        Table graph
% R0 (nm),C_ED (m^2),C_MD (m^2),C_EQ (m^2),C_MQ (m^2),C (m^2)
231.99999999999997,1.793929256192751E-14,3.93421422273208E-13,3.205903622790763E-14,3.1081989145566174E-14,4.745017402086093E-13
233.99999999999997,1.5779681963484222E-14,4.311416999124483E-13,4.57971053605631E-14,3.05853063983612E-14,5.233037936348568E-13
236,1.575411073904863E-14,4.2343673050666234E-13,6.017216197944929E-14,3.512222382270259E-14,5.344852270478629E-13
237.99999999999997,1.635233638949694E-14,4.0714601512701885E-13,7.791751752601377E-14,3.838918625132822E-14,5.398050552938577E-13
240,1.6921921746531803E-14,3.9526308837132435E-13,9.920713156758759E-14,3.917856280887504E-14,5.505707044943188E-13
242,1.7275595224523733E-14,3.9071285455816573E-13,1.2269476051832888E-13,3.7815926229017616E-14,5.68499136530036E-13
243.99999999999997,1.7439645615681605E-14,3.931445891812667E-13,1.459627856784887E-13,3.4912774960643015E-14,5.9145979543608E-13
245.99999999999997,1.76178559361869E-14,4.0021663822776784E-13,1.653272796763265E-13,3.101313946459593E-14,6.141749133048771E-13
247.99999999999997,1.8336605121266765E-14,4.0553197164641847E-13,1.7422079148409506E-13,2.598139692794901E-14,6.240707651797294E-13
250,1.9402194655453095E-14,4.033508186423695E-13,1.7596668626478613E-13,1.4215063100851137E-14,6.129347626634599E-13
252,1.809978207555708E-14,4.674036243004607E-13,2.1561547555467578E-13,5.122871983351849E-15,7.062417539140454E-13
254,2.078221789585072E-14,5.040570306047434E-13,2.288763477301972E-13,2.7341443447231105E-15,7.564497405755143E-13
255.99999999999997,2.6803284436485964E-14,5.329995172772618E-13,2.388915605991595E-13,3.714240855094723E-15,8.024086031680021E-13
258,3.7513439623407183E-14,5.628128733480184E-13,2.497933334466563E-13,2.8241446143806222E-14,8.78361092561888E-13
259.99999999999994,5.5895687626872434E-14,5.963595912253109E-13,2.6331776612195744E-13,1.263301558146724E-13,1.0419032007888131E-12
261.99999999999994,8.689579178570623E-14,6.263147735190232E-13,2.635637079278723E-13,3.194595426629394E-13,1.296233815895541E-12
264,1.321277092049431E-13,6.310197495039715E-13,2.2536646673558934E-13,5.292922902420353E-13,1.517806215686539E-12
266,1.7924341033088813E-13,5.724661028187515E-13,1.4343565817531327E-13,7.371648202665097E-13,1.6323099915914626E-12
268,1.9858028319958335E-13,4.329047034069075E-13,7.072678657871808E-14,8.74013312467323E-13,1.576225085652532E-12
270,1.7346009949466157E-13,2.813234470329062E-13,8.151783015380402E-14,8.451255277817044E-13,1.3814269044630761E-12
271.99999999999994,1.2955105083183874E-13,1.9456477579153322E-13,1.525219108759727E-13,7.113148787416558E-13,1.1879526162410006E-12
273.99999999999994,9.381726791327937E-14,1.696658430917998E-13,2.1426836341109327E-13,5.822214207251901E-13,1.0599728951413625E-12
276,7.202827119531784E-14,1.7245845323009964E-13,2.409979065779087E-13,4.997437217900767E-13,9.85228352793403E-13
278,6.032719722845919E-14,1.787304798714585E-13,2.4269642796915054E-13,4.579097861737733E-13,9.396638912428415E-13
280,5.4240094368606655E-14,1.8192953673451237E-13,2.3022431851796213E-13,4.2887987659968563E-13,8.952738262207668E-13
282,5.0321261307105905E-14,1.8422440330982667E-13,2.3285125171689523E-13,4.097378022682706E-13,8.771347186020985E-13
283.99999999999994,4.665739081416304E-14,1.8450747379170778E-13,2.537241234871555E-13,4.363992459316249E-13,9.212882340246511E-13
285.99999999999994,4.498553525028824E-14,1.774380955504146E-13,2.745587200758122E-13,4.51635520894173E-13,9.486178717706881E-13
288,4.391330038877272E-14,1.6796463087954405E-13,3.0455524233351706E-13,4.633498092179487E-13,9.797829828197824E-13
290,4.3290730502249196E-14,1.5673531595444217E-13,3.3988979008445217E-13,4.775520957523797E-13,1.0174679322935234E-12
292,4.3737019595619145E-14,1.4117813462339195E-13,3.6471062407679745E-13,5.015806662725089E-13,1.0512064445683176E-12
294,4.702095250638447E-14,1.1207613388865967E-13,3.5215834394145014E-13,5.474091908051915E-13,1.0586646211416858E-12
295.99999999999994,5.2094902757711025E-14,7.015836773420837E-14,3.2542591065945056E-13,5.877399452973207E-13,1.0354191264486907E-12
297.99999999999994,5.2269801712763235E-14,4.3100356096465616E-14,3.3092599950403535E-13,5.594874047572726E-13,9.857835620705369E-13
300,4.6444403646217825E-14,3.406048902788411E-14,3.2682261691838737E-13,4.87660323242681E-13,8.949878328351702E-13
302,3.597643563519029E-14,2.7343946757029572E-14,2.8646910048554404E-13,3.738514513002349E-13,7.236409341779988E-13
304,2.2506185023941183E-14,1.4641347428522956E-14,2.0696294746812552E-13,2.2459191879447383E-13,4.687023987150636E-13
306,1.299332511655198E-14,1.870029377547718E-14,1.1435091847737976E-13,1.2574128424053353E-13,2.7178582160994244E-13
307.99999999999994,9.764127621610484E-15,4.8165329180160135E-14,5.161658890138542E-14,1.1157731540456904E-13,2.2112336110772507E-13
309.99999999999994,1.051410223762697E-14,8.099358342113848E-14,2.011523610984299E-14,1.3371006695525978E-13,2.4533298872386823E-13
312,1.1827802496738118E-14,1.0516172048269828E-13,6.81761920690456E-15,1.6099333475106828E-13,2.8480047693740924E-13
314,1.2609563765802784E-14,1.2103119574280318E-13,2.211123656393617E-15,1.8396609174454702E-13,3.198179749095466E-13
316,1.2750120429630876E-14,1.3240072290742236E-13,2.0455587101721167E-15,1.9476093611249048E-13,3.4195733815971583E-13
318,1.2364777754986316E-14,1.3952910636018092E-13,4.2703067655472844E-15,2.0163428681783231E-13,3.577984776985468E-13
319.99999999999994,1.1484608107735184E-14,1.4383005962414584E-13,7.806551101918176E-15,2.0456745348303145E-13,3.6768867231683063E-13
321.99999999999994,1.013225588701937E-14,1.4630576997423876E-13,1.2070043454029547E-14,2.0255825033390652E-13,3.710663196491942E-13
324,8.323557804467262E-15,1.477796680363759E-13,1.678691734771021E-14,1.9301617995743905E-13,3.659063231459924E-13
326,6.11596178585093E-15,1.4953513811629432E-13,2.196858029153798E-14,1.6989281341562503E-13,3.4751249360930824E-13
328,3.711671880713375E-15,1.5339286780633084E-13,2.7804570401326264E-14,1.2576733849253152E-13,3.10676448580902E-13
330,1.722307006560609E-15,1.592985379863106E-13,3.358898332135387E-14,8.223139447827658E-14,2.768412227925017E-13
331.99999999999994,9.358434372383218E-16,1.6720096843725178E-13,3.840064414062355E-14,5.915543183735532E-14,2.65692887852469E-13
333.99999999999994,2.4612526035818725E-15,1.7684562659617313E-13,4.2492778446152095E-14,3.629539682378197E-14,2.5809505446968907E-13
336,9.73325882659661E-15,1.873878549882579E-13,4.758993317716921E-14,2.270121459691649E-14,2.674122615889402E-13
338,3.223158224351815E-14,1.9926091027415433E-13,5.0497401159152934E-14,6.882401217817052E-14,3.5081390585499594E-13
340,8.578767878823104E-14,1.9527900754994123E-13,5.026652697848246E-14,2.311483672381162E-13,5.624815805547709E-13
342,1.750244111080954E-13,1.6347485447564936E-13,4.514823468560515E-14,4.884445483800479E-13,8.720920486493979E-13
343.99999999999994,2.6420464779987313E-13,1.1316836128295546E-13,3.7964862946159447E-14,7.093110957775129E-13,1.124648967806501E-12
345.99999999999994,3.0274657689269303E-13,7.378541034574439E-14,3.6699079350620083E-14,7.774297305477511E-13,1.1906607971368086E-12
348,2.972303683156179E-13,5.804728149798023E-14,4.189664491159136E-14,7.377226882080746E-13,1.134896982933264E-12
350,2.783515316633451E-13,5.543922924744749E-14,4.958100710170412E-14,6.784464664202312E-13,1.061818234432728E-12
352,2.5988958461520154E-13,5.74984613137135E-14,5.797379071838391E-14,6.284320225235835E-13,1.0037938591708825E-12
354,2.453074753356982E-13,6.083106577698622E-14,6.663483274473232E-14,5.910522752125072E-13,9.63825649069924E-13
355.99999999999994,2.3471614381402873E-13,6.441655974854042E-14,7.549627253988716E-14,5.63431813889127E-13,9.380607899915833E-13
357.99999999999994,2.2697632711950528E-13,6.834028936773705E-14,8.418583810350211E-14,5.414262884958526E-13,9.20928743086597E-13
360,2.1786024736663007E-13,7.417278886571998E-14,9.17479924163079E-14,5.199280872738515E-13,9.037091159225094E-13
362,2.0215444696693347E-13,8.186108418361297E-14,1.0512806250415676E-13,5.234734789229E-13,9.126170725776033E-13
364,2.0056339361188623E-13,8.222802003324078E-14,1.178775304911241E-13,5.909057649964346E-13,9.915747091326857E-13
366,2.2362226656646922E-13,7.791238703968965E-14,1.269453170062157E-13,6.683131836631008E-13,1.0967931542754755E-12
367.99999999999994,2.5480317034136413E-13,6.606778696163921E-14,1.5599495397455428E-13,7.410658391444386E-13,1.2179317504219962E-12
369.99999999999994,2.7871896456044774E-13,5.599840372170651E-14,1.9751179017925048E-13,7.872797079852902E-13,1.3195088664466948E-12
372,3.012209251168115E-13,5.050700778992482E-14,2.4868815061811113E-13,8.239460484675077E-13,1.424362131992355E-12
374,3.134306468517912E-13,5.0597380540746636E-14,3.2086976943389817E-13,8.263541946296179E-13,1.5112519914560539E-12
376,3.0298581562878745E-13,5.4512611373669675E-14,4.107547793276565E-13,7.626505963517118E-13,1.5309038026818254E-12
378,2.59316761621941E-13,6.256397051398635E-14,4.926470633381066E-13,6.249422006720639E-13,1.4394699961460978E-12
379.99999999999994,1.9036438284387454E-13,6.576599471685844E-14,5.348727404197321E-13,4.366548483882054E-13,1.2276579663686705E-12
381.99999999999994,1.2817129250807052E-13,5.189720736699047E-14,5.03635048374483E-13,2.8137108120371213E-13,9.650746294532562E-13
384,1.0159815230216504E-13,2.9870517724236175E-14,4.164153284524555E-13,2.2605935858214744E-13,7.739433570610042E-13
386,1.0161641490072497E-13,1.3895492853082089E-14,3.281160292925854E-13,2.379021187099249E-13,6.815300557563173E-13
388,1.0988165455047324E-13,5.646034838386197E-15,2.611153033608076E-13,2.675094574157308E-13,6.441524501653978E-13
390,1.1856755136601781E-13,2.0871602695883966E-15,2.1544062075530514E-13,2.9232436337466434E-13,6.284196957655757E-13
391.99999999999994,1.261819473719964E-13,8.107019118082455E-16,1.8565256812020401E-13,3.1578265221412113E-13,6.284278696181299E-13
393.99999999999994,1.311365336039611E-13,5.476568183096287E-16,1.6772986569380965E-13,3.352927559561983E-13,6.347068120722788E-13
395.99999999999994,1.3086909535578073E-13,7.20889155273465E-16,1.5975803059449104E-13,3.3412862834885083E-13,6.254766434543961E-13
398,1.2734543092714768E-13,1.0634765480056006E-15,1.5173725283815535E-13,3.2431391382952077E-13,6.044600741428294E-13
400,1.2174859920997404E-13,1.4413907003588311E-15,1.430095936401804E-13,3.1295333173426305E-13,5.791529152847763E-13
402,1.1574140056678065E-13,1.7858155493962456E-15,1.3678886322971645E-13,2.9638717825521334E-13,5.507032576011068E-13
403.99999999999994,1.0831953382796917E-13,2.071729481677951E-15,1.3138107221951369E-13,2.6724237466166413E-13,5.090147101908249E-13
405.99999999999994,9.488214526063849E-14,2.3373257664714737E-15,1.2752537715811222E-13,2.2124910098884583E-13,4.45993949174068E-13
407.99999999999994,7.102391017145731E-14,2.694644564165659E-15,1.2795888639778343E-13,1.7576627714320973E-13,3.7744371827661614E-13
410,4.757315188222236E-14,3.0741936168163764E-15,1.268267087594292E-13,1.4729845053821933E-13,3.2477250479668726E-13
412,3.1610874664569986E-14,3.3708605008847205E-15,1.1917501052933663E-13,1.2013874164259077E-13,2.7429548733738214E-13
414,2.0544484503806652E-14,3.477853655766159E-15,1.0619042365822158E-13,8.230647306010668E-14,2.1251923487790107E-13
415.99999999999994,1.4696848621791736E-14,3.2570803556649636E-15,8.788678999344483E-14,5.15017045124423E-14,1.5734242348334382E-13
417.99999999999994,2.750095932464899E-14,2.6038379811284522E-15,6.323758708421724E-14,7.539126808608586E-14,1.6873365247608056E-13
419.99999999999994,7.326263587683684E-14,1.7768627001368947E-15,4.228595033407621E-14,1.6202798756896479E-13,2.793534364800147E-13
422,1.345366103864722E-13,1.2447449059158453E-15,3.161845662577987E-14,2.5257343963678364E-13,4.1997325155495156E-13
424,1.8604257024730765E-13,1.0404595620278715E-15,2.8153433406517328E-14,3.1281099105246565E-13,5.280474542683185E-13
426,2.2259737696474341E-13,1.0122200416876737E-15,2.7104584079804297E-14,3.4926062984636026E-13,5.999748109325956E-13
427.99999999999994,2.4791453497674163E-13,1.102297192194235E-15,2.584385879146229E-14,3.768675376968519E-13,6.517282286572501E-13
429.99999999999994,2.6599616328950697E-13,1.245287717447936E-15,2.3305367293128644E-14,3.9890327018216803E-13,6.894500884822516E-13
431.99999999999994,2.808641681844212E-13,1.4305425421181784E-15,1.9909653135072544E-14,4.201546247498459E-13,7.223589886114579E-13
434,2.9399523188389407E-13,1.6842961124890304E-15,1.5904144654527655E-14,4.4346437842383436E-13,7.550480510747451E-13
436,3.057055941697451E-13,2.0429803141125416E-15,1.162741720193624E-14,4.712297939875333E-13,7.906057856733271E-13
438,3.1536318789302187E-13,2.48959548981243E-15,7.600133515807129E-15,5.077676235425566E-13,8.332205404411981E-13
439.99999999999994,3.2835387810248606E-13,2.7705747411899493E-15,4.254430665176587E-15,5.602129320954603E-13,8.95591815604313E-13
441.99999999999994,3.5898910019261373E-13,2.722579071681138E-15,2.2455864633689864E-15,6.095242720274319E-13,9.734815377550958E-13
443.99999999999994,3.8582643532143416E-13,3.247239204842565E-15,2.6068310950336355E-15,6.179971448944614E-13,1.0096776505157718E-12
446,3.955386608539118E-13,5.2188022117122414E-15,7.567741148668929E-15,5.999053581441676E-13,1.0082305623584606E-12
448,3.9850542437705754E-13,9.976748599690502E-15,2.3487991520432326E-14,5.765422381065503E-13,1.0085124026037308E-12
450,3.965131288942133E-13,2.081365507093387E-14,6.22265851690021E-14,5.473353406975592E-13,1.0268887098317083E-12
451.99999999999994,3.8166008624060996E-13,4.235279476754003E-14,1.3681551922904024E-13,5.011400346088798E-13,1.06196843484607E-12
453.99999999999994,3.426336905465596E-13,7.803003707392483E-14,2.516648692060293E-13,4.2274814054526353E-13,1.0950767373717773E-12
455.99999999999994,2.772564287317621E-13,1.211964472730603E-13,3.877811917369295E-13,3.1521904542289933E-13,1.1014531131646512E-12
458,2.0695944295210846E-13,1.5239147832511108E-13,4.949030967124201E-13,2.1661649477457594E-13,1.0708705127642157E-12
460,1.6039591250570367E-13,1.5522575188021617E-13,5.304686289136067E-13,1.595980733739655E-13,1.0056883666734921E-12
462,1.4523404115949437E-13,1.3883775400506543E-13,5.129685723359299E-13,1.509928656435373E-13,9.48033233144027E-13
463.99999999999994,1.4704603325586295E-13,1.194163588350245E-13,4.793643416956526E-13,1.648869881867146E-13,9.107137219732546E-13
465.99999999999994,1.5478089383840335E-13,1.0299369507886965E-13,4.4685104958090217E-13,1.8461253057642154E-13,8.892381690745967E-13
467.99999999999994,1.6314981949364068E-13,9.05098532605294E-14,4.209529768223325E-13,2.0414320515413267E-13,8.787558547306352E-13
470,1.696251235666784E-13,8.119934369669819E-14,4.039785857754833E-13,2.2313705599729785E-13,8.779401090361578E-13
472,1.7131509146895242E-13,7.451533072679165E-14,3.9453210915704335E-13,2.417227856103438E-13,8.820853169631312E-13
474,1.7123184281238704E-13,6.989735427401535E-14,3.7760521518528566E-13,2.560433022777693E-13,8.747777145494574E-13
475.99999999999994,1.7747865156841004E-13,6.5877595043657E-14,3.549402130649424E-13,2.6787487560713526E-13,8.661713352841447E-13
477.99999999999994,1.8337721740087333E-13,6.326926979164484E-14,3.464795826251912E-13,2.7703601492682066E-13,8.701620847445301E-13
480,1.8256001267713054E-13,6.417386823881787E-14,3.5044173206107786E-13,2.7820622009661583E-13,8.753818330736421E-13
481.99999999999994,1.732516996436222E-13,6.847020427317862E-14,3.6445476350456804E-13,2.7111305697250373E-13,8.772897243938725E-13
484,1.539536857297318E-13,7.543973940759092E-14,3.882553708691163E-13,2.616338945298651E-13,8.792826905363042E-13
485.99999999999994,1.3071594879354335E-13,8.170465927584514E-14,4.029111733757658E-13,2.5874692139468844E-13,8.740787028398428E-13
487.99999999999994,1.1194433686666698E-13,8.304708666483043E-14,3.864531244401847E-13,2.612448027316229E-13,8.42689350703305E-13
490,9.896269317371717E-14,7.778063178493694E-14,3.380332761724215E-13,2.585078010973443E-13,7.7328440222842E-13
491.99999999999994,8.694397618997935E-14,6.450063017488205E-14,2.6123002997944463E-13,2.3695487739573993E-13,6.49629513740046E-13
494,6.666963143311546E-14,4.5646044381580185E-14,1.6866699942315925E-13,1.8008624425003578E-13,4.610689194878907E-13
495.99999999999994,3.846849676283086E-14,3.052167192389053E-14,9.682208595127858E-14,1.0426379873120191E-13,2.700760533692019E-13
498,1.8252836463731172E-14,2.552376005495913E-14,7.122050800349247E-14,4.6411270740344375E-14,1.6140837526252717E-13
500,1.3655062552396628E-14,2.7948980408383705E-14,7.725945276076075E-14,1.8228658447342077E-14,1.3709215416888316E-13
